Accession	Peptide count	Peptides used for quantitation	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	HDIghest mean condDItDIon	Lowest mean condDItDIon	Description	DH_152	DH_226	DH_254	DH_292	DI_230	DI_250	DI_286	DI_288	ADK_T1_231	ADK_T1_290	ADK_T1_381	ADK_T1_525	ADK_T2_227	ADK_T2_287	ADK_T2_291	ADK_T2_338
Q13428	5	1	27.325	0.001495839	25.35425309	2;3	2	ADK T1	DH	Treacle protein OS=Homo sapiens GN=TCOF1 PE=1 SV=3	0	0	0	28.25657017	8.626089601	45.36539288	0	0	289.2869077	132.8298124	142.4624137	151.845098	69.27141324	158.2487871	58.57675869	101.8593597
P55201	7	2	32.4532	0.001523594	22.05475945	1	1	DH	ADK T2	Peregrin OS=Homo sapiens GN=BRPF1 PE=1 SV=2	637.3445635	384.6255267	75.29186316	396.0695306	100.8746247	169.9361311	144.1939174	403.7219472	206.39689	29.81277886	14.88268103	145.7465279	0	0	67.71016875	0
P38919	38	14	285.1772	0.001540138	1.987197987	1;2;3;4;5	5	ADK T1	DI	Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4	3698.288572	5240.817697	4289.192933	4931.236971	4732.150531	4178.990073	4178.197689	4253.183685	13904.99852	7373.91234	6348.015517	6836.098381	6350.018787	8193.947051	7066.384885	9576.716896
Q13642	23	7	158.2245	0.001563885	6.22795423	1;2;3;4;5	5	DI	ADK T1	Four and a half LIM domains protein 1 OS=Homo sapiens GN=FHL1 PE=1 SV=4	7725.659945	13183.54847	21573.81673	30995.33781	19819.43528	13900.00615	27279.11879	20648.42939	1193.174909	4752.000411	2496.240076	4668.345306	7091.6816	6834.590879	13207.52199	2593.660652
P00738	36	10	293.3366	0.001587118	4.145578191	1;2;3;4;5	5	DI	ADK T1	Haptoglobin OS=Homo sapiens GN=HP PE=1 SV=1	13619.77659	29244.5035	26605.45574	20666.78394	41214.47538	22612.64185	41098.62305	41668.04276	2983.795217	10794.52456	9659.647799	11923.51309	17512.58682	26571.31799	35497.9628	27829.91494
Q8TBC4	10	4	60.1682	0.001631295	3.45930124	2;4	2	DI	ADK T1	NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens GN=UBA3 PE=1 SV=2	2558.98637	4966.908091	3159.705956	6982.899843	5537.092836	3729.829595	5622.218415	4362.516405	978.4911994	2041.574839	1267.099961	1278.0207	2513.935179	1351.021813	2341.600153	664.041475
O95834	20	7	138.4525	0.001648137	3.414297271	1;2;3;4;5	5	ADK T1	DH	Echinoderm microtubule-associated protein-like 2 OS=Homo sapiens GN=EML2 PE=2 SV=1	1418.929961	1651.659507	1631.491943	865.6085954	1104.30409	1550.983924	1629.789198	1663.578182	7797.195473	4246.414849	4769.259271	2196.879201	1704.735142	2668.386213	2094.693104	3177.348031
P80188	9	7	77.7717	0.001688451	7.932766359	3;4;5	3	ADK T2	DH	Neutrophil gelatinase-associated lipocalin OS=Homo sapiens GN=LCN2 PE=1 SV=2	734.5170607	1098.730752	785.6711227	771.2011129	1021.858843	1038.072035	3310.396045	640.2407902	7020.051302	3935.195077	1074.796587	1915.89437	8719.034296	4177.28041	4833.359988	9163.35558
Q15181	26	17	211.6419	0.001744788	3.491624082	1;2;3;4;5	5	ADK T1	DH	Inorganic pyrophosphatase OS=Homo sapiens GN=PPA1 PE=1 SV=2	4857.063779	4368.950533	4515.382929	2432.458244	3212.352891	4956.762758	3182.960221	4829.623931	18040.47216	20164.33732	11131.23417	7136.979671	6594.950639	19283.91959	7204.106879	18244.49073
P51858	22	7	156.1224	0.001780106	2.581008785	1;2;3;4	4	ADK T2	DI	Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=1 SV=1	4277.53622	3563.223512	3102.044033	8300.097934	3851.225808	4048.351355	3644.651945	3918.445201	7390.783785	7205.543301	11243.04978	6783.578477	7142.202533	11433.74792	7909.902364	13423.44542
Q13418	32	15	215.6043	0.00180091	2.709647726	1;2;3;4;5	5	DI	ADK T1	Integrin-linked protein kinase OS=Homo sapiens GN=ILK PE=1 SV=2	9475.660807	10681.72083	11180.6757	15828.70443	16944.62735	11057.49072	12245.81731	13875.70778	3541.468541	5280.343865	4761.400598	6391.207525	10603.33115	7166.31603	13337.04352	4876.697122
Q02880	6	1	39.1158	0.001875421	45.77544143	2;4	2	ADK T2	DH	DNA topoisomerase 2-beta OS=Homo sapiens GN=TOP2B PE=1 SV=3	0	13.09768709	0	0	35.16352324	26.23605538	0	0	283.4387108	19.20150076	120.7851904	119.3567573	165.3429155	169.1866991	82.21386556	182.808928
P14543	42	17	287.6808	0.001923867	2.189997595	1;2;3;4;5	5	DI	ADK T1	Nidogen-1 OS=Homo sapiens GN=NID1 PE=1 SV=3	10194.96628	9488.029227	10597.45698	6347.126752	11528.77237	12862.9733	7081.238056	9228.131461	4928.073101	3953.845491	4057.870384	5645.215534	6783.755868	6702.661474	6618.715485	3904.886623
Q14152	146	37	861.5618	0.001994221	2.415667435	1;2;3;4;5	5	ADK T1	DH	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	4358.201624	3151.081031	2861.769504	2540.90462	3303.950725	3552.060319	5593.200364	5239.199506	10674.56948	7591.074046	6609.933174	6315.416814	4632.438251	6708.243175	7934.224528	11127.3737
Q96RP9	35	12	206.9524	0.002083528	8.732822871	1;2;3;4	4	ADK T1	DI	Elongation factor G, mitochondrial OS=Homo sapiens GN=GFM1 PE=1 SV=2	882.564348	673.7720734	752.1803064	1166.011465	447.9290109	253.0708274	142.9526491	152.9421499	5019.653425	610.2439154	1764.306951	1311.499998	1234.490857	963.8747176	520.1533082	795.0394183
Q9Y2G5	1	1	4.2882	0.002106078	Infinity	4	1	DH	ADK T1	GDP-fucose protein O-fucosyltransferase 2 OS=Homo sapiens GN=POFUT2 PE=2 SV=3	45.85430069	60.23919225	163.1006943	16.71423866	16.64503727	23.10794249	21.54531897	0	0	0	0	0	18.36527613	0	0	0
P15090;P02689	3	2	35.6659	0.002117266	16.81063121	3	1	DI	ADK T1	Fatty acid-binding protein, adipocyte OS=Homo sapiens GN=FABP4 PE=1 SV=3	1080.947988	731.8408165	3347.400211	346.3320767	4431.026437	2880.169582	6541.514299	3592.382552	29.52663429	9.589319784	128.4286822	870.1970555	400.1541163	119.9162928	359.1607613	453.4907543
P19971	21	8	142.9784	0.002130786	3.202001396	1;2;3;4;5	5	ADK T2	DH	Thymidine phosphorylase OS=Homo sapiens GN=TYMP PE=1 SV=2	3223.097677	4802.631632	2215.967137	818.307502	6194.111979	2727.672137	4235.721767	5183.086249	9011.070452	10462.45167	7673.819066	7947.008214	8838.746873	9266.89362	9782.025445	7526.48214
O75367	30	15	251.2861	0.002183534	2.319773483	1;2;3;4;5	5	ADK T1	DH	Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4	7661.394768	9296.365358	9801.082539	12545.35897	8662.582281	9897.874839	16981.66465	14262.5631	27270.91146	26873.77185	21551.9911	15480.17033	13640.23133	19747.20714	15384.59496	19163.32715
P23193	16	4	94.3978	0.002232938	1.91831234	1;2;3;4	4	DH	ADK T1	Transcription elongation factor A protein 1 OS=Homo sapiens GN=TCEA1 PE=1 SV=2	1940.580331	1945.054489	1375.241767	1123.401037	1431.194863	1743.812763	1374.917369	1518.319265	615.0157219	570.5627228	793.0791583	1349.412332	737.6218149	868.5894114	914.7522259	850.9188904
Q96CB9	1	1	4.7742	0.002234271	901.6074389	3	1	DI	ADK T1	Putative methyltransferase NSUN4 OS=Homo sapiens GN=NSUN4 PE=1 SV=2	26.82970039	112.2830226	35.99586734	114.8366376	260.9347782	196.3630237	4.925453428	66.65489661	0	0	0.586594708	0	26.5145244	0	31.96579633	0
Q8IXS0	2	1	15.5508	0.002277058	96.90943576	4	1	DI	ADK T1	Uncharacterized protein C6orf146 OS=Homo sapiens GN=C6orf146 PE=2 SV=2	12.49218806	557.2852039	12.49518108	174.0765747	772.0807784	719.5145053	209.5785042	669.662563	0	0	24.46445315	0	17.50977472	15.47598008	52.88191972	0
P42704	129	63	964.0543	0.002282934	2.909610062	1;2;3;4;5	5	ADK T1	DI	Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3	18747.56323	10790.72459	12561.47415	18421.34817	9625.405936	11312.58579	13798.89361	8383.726878	44055.38758	33554.58739	19015.78917	28838.40307	15530.13881	16342.60749	11435.0722	24289.43461
Q9UGI8	37	13	262.742	0.002350132	3.696509427	1;2;3;4;5	5	DI	ADK T1	Testin OS=Homo sapiens GN=TES PE=1 SV=1	4672.330007	8053.260973	11166.78641	9654.143606	11407.82723	7766.322919	10930.53557	5022.868005	2048.757952	2211.994962	1008.955051	4233.190492	6081.853941	3017.425512	5018.0942	2799.309409
Q12905	12	7	115.585	0.002374944	6.708489502	2;3;4;5	4	ADK T1	DI	Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2	2155.777153	1769.009475	2145.848429	2464.258437	1657.742907	1570.175655	2625.721445	1989.743848	19975.18511	24518.5162	4138.673405	3984.88354	3955.557929	6679.972401	6078.812646	6484.118397
Q86V81	13	8	104.9359	0.002396254	9.840365943	1;2;3;4	4	ADK T1	DH	THO complex subunit 4 OS=Homo sapiens GN=ALYREF PE=1 SV=3	1199.098412	842.2781223	1352.691926	691.1458332	1139.695086	1290.442719	1255.110521	1519.483015	8111.524069	24280.36695	5519.53912	2288.57347	1719.714489	2285.542467	4137.728979	7361.045527
Q9BX66	62	23	375.6339	0.00242486	3.590906472	1;2;3;4;5	5	DH	ADK T1	Sorbin and SH3 domain-containing protein 1 OS=Homo sapiens GN=SORBS1 PE=1 SV=3	8400.536934	8324.949276	11188.64505	11524.61357	9491.266521	8606.784851	7180.740741	9750.158715	1950.574833	1784.961487	3942.891184	3304.522107	4314.830565	1660.437145	4779.376882	586.1160035
P50454	21	10	191.8256	0.002470752	7.751244054	1;2;3;4;5	5	ADK T1	DH	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	2400.967844	3331.450261	1440.800047	2020.077644	1594.885847	4695.915307	6471.574771	16379.87129	23386.1367	19249.94473	22484.11218	6139.285759	8162.908357	15825.93787	21515.28284	17511.20079
Q03154	20	9	117.5009	0.002522691	12.00401975	1;2;3;4;5	5	ADK T1	DI	Aminoacylase-1 OS=Homo sapiens GN=ACY1 PE=1 SV=1	584.427035	786.1738477	437.1893919	297.5821692	324.8141363	449.6056902	160.9059663	203.0522527	7938.890554	2513.722659	1935.766401	1276.732933	1576.541216	759.4754897	1047.072592	8759.165209
Q9Y2Y8	1	1	5.7533	0.00253428	Infinity	5	1	ADK T1	DH	Proteoglycan 3 OS=Homo sapiens GN=PRG3 PE=1 SV=2	0	0	0	0	0	0	0	0	37.73256917	0	44.92768331	16.72224002	0	0	0	0
Q9HB07	7	4	49.9788	0.002629983	8.634350909	1;2;3;4	4	ADK T1	DI	UPF0160 protein MYG1, mitochondrial OS=Homo sapiens GN=C12orf10 PE=1 SV=2	220.4770164	304.9990358	140.480921	105.5277148	84.00360084	124.862465	104.0582533	81.13015368	2229.295569	443.7433911	423.3440544	306.0215811	562.2771837	359.5778781	483.8235776	223.5676687
P01008	25	12	190.2498	0.002635537	2.691856989	1;2;3;4;5	5	DI	ADK T2	Antithrombin-III OS=Homo sapiens GN=SERPINC1 PE=1 SV=1	4555.557472	5549.058444	4203.166142	3068.122897	13172.0352	7973.249852	10353.55795	9659.455308	6931.962952	10629.65106	5873.807964	7112.924925	4417.275078	3711.641246	5545.465898	1615.545319
P26373	15	4	115.3471	0.002636457	2.138075636	1;2;3;5	4	ADK T1	DI	60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4	10844.39655	6069.944962	11158.26243	15123.71593	8614.261396	8039.047589	14891.21154	10143.18891	23740.18928	22812.82554	18006.05786	24572.40321	13550.04063	17686.30953	19604.93075	24717.08934
O43707	119	38	1163.0677	0.002693279	3.986179935	1;2;3;4;5	5	DI	ADK T1	Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	472477.1411	542650.1342	661844.1833	739601.5794	563564.4065	547917.8376	863220.6041	709190.3658	41394.7	54892.49811	294807.0779	282205.2885	387982.6582	420351.5259	467861.9432	379439.4052
Q9NX58	5	2	21.3939	0.002711269	36.30281637	1;2	2	DI	ADK T1	Cell growth-regulating nucleolar protein OS=Homo sapiens GN=LYAR PE=1 SV=2	546.8403555	3297.222649	1050.885419	537.274933	1101.389222	3010.282833	1502.798894	1396.939829	0	24.78192653	113.2596917	55.09520911	638.2199124	97.00126473	92.24154387	28.34257464
Q10570	9	3	48.3208	0.00274803	2.257074175	3;4;5	3	ADK T1	DI	Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens GN=CPSF1 PE=1 SV=2	1319.986844	1433.865933	1114.119697	1703.165181	949.4629237	972.4212942	1345.029302	1300.157783	3590.239855	2771.623136	1564.794996	2381.560705	1957.122487	2426.253157	1456.954269	2080.414681
P11387	38	9	213.1839	0.002761998	6.840289509	1;2;3;4;5	5	ADK T2	DH	DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2	445.6710804	141.4089638	428.8431752	138.5198516	273.8583584	632.1432124	264.9044069	58.16346052	948.4325025	1141.550397	914.9135514	1211.093649	738.8441735	2382.837523	1208.226227	3566.816904
Q5XKE5	27	5	176.1253	0.002770124	2.419814725	1;2;3;4	4	DI	ADK T2	Keratin, type II cytoskeletal 79 OS=Homo sapiens GN=KRT79 PE=1 SV=2	1797.589487	2589.570787	2418.186549	2702.4332	3315.7353	3815.60053	3396.689404	4128.081247	1839.247535	3777.467501	1559.809495	1878.124237	1392.94023	1951.204906	1634.929373	1077.63154
Q9Y6G9	11	3	61.9098	0.002820704	412.4497266	2;3;4	3	DH	ADK T1	Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=1 SV=3	0	1387.294222	102.3068209	67.06932301	281.9927099	505.6423911	337.5353278	429.3848043	2.527401864	0.96043478	0	0.286369678	28.59256881	0	0	0
P04424	33	13	237.4896	0.002847567	3.676714679	1;2;3;4;5	5	ADK T1	DI	Argininosuccinate lyase OS=Homo sapiens GN=ASL PE=1 SV=4	3763.87938	4419.14753	5368.659792	2736.750649	1887.400989	2079.589734	1467.18261	2209.554712	8763.476871	11112.27844	2828.911723	5399.140064	2261.415677	2455.309823	1630.920026	3154.646275
Q96AE4	34	13	251.3499	0.002855405	1.979371477	1;2;3;4	4	ADK T2	DI	Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3	5511.354078	4840.191409	5292.813892	6435.270563	4897.882321	6002.011409	6662.855118	3363.997735	10816.0262	8796.058024	9095.283446	7861.473507	8091.576362	9776.866339	7840.061291	15713.30131
Q9UHQ9	9	2	57.5341	0.002864873	2.693293839	1;2;3;4	4	DI	ADK T1	NADH-cytochrome b5 reductase 1 OS=Homo sapiens GN=CYB5R1 PE=1 SV=1	580.9149191	940.9483216	1013.804527	1801.4034	1490.641089	1720.115023	1575.710878	1713.349576	444.8064777	890.5082744	501.3686654	576.6502013	1094.642766	891.4052707	720.6143042	865.9614695
P52815	5	4	36.2407	0.002883484	4.807830118	2;3;4;5	4	ADK T1	DI	39S ribosomal protein L12, mitochondrial OS=Homo sapiens GN=MRPL12 PE=1 SV=2	529.4197994	564.4195302	998.0987325	833.9293444	470.546379	696.9657788	756.2817461	673.3333442	4428.477233	2964.72858	3328.999977	1764.340814	708.8697174	2036.085611	552.2866972	2991.866346
Q99417	3	1	18.2993	0.002890116	2.953052696	1;2;3	3	ADK T1	DI	C-Myc-binding protein OS=Homo sapiens GN=MYCBP PE=1 SV=3	246.2082844	118.265265	269.6551135	213.8020205	112.1772948	157.6448035	189.1601258	110.4475708	637.4315256	366.4956698	413.11377	264.5152257	271.5126434	235.7749033	183.8577311	205.0818825
P23141	15	3	93.8107	0.002905894	5.928893848	1;3;4;5	4	DI	ADK T1	Liver carboxylesterase 1 OS=Homo sapiens GN=CES1 PE=1 SV=2	709.1401078	1292.670113	565.8825387	827.2854975	1182.999702	1332.120311	602.9675812	1019.264818	34.10181068	246.5660219	220.5657339	196.595155	386.9005203	367.685575	675.5812942	136.6508025
P09525	54	22	472.531	0.003022614	1.808988389	1;2;3;4;5	5	ADK T1	DH	Annexin A4 OS=Homo sapiens GN=ANXA4 PE=1 SV=4	34697.31229	28951.96562	32384.46864	31219.18985	26924.79575	33818.53898	32959.69789	38443.97734	57439.42983	83504.54147	50167.1554	39087.95769	56782.98404	43786.94856	62870.83565	43074.11063
Q06141	3	3	35.0389	0.003025078	74.07488481	1;2	2	ADK T1	DH	Regenerating islet-derived protein 3-alpha OS=Homo sapiens GN=REG3A PE=1 SV=1	53.56919529	89.90525998	0	0	65.89133252	299.2537139	382.3064925	760.8291501	711.3767988	5320.952168	909.7945873	3685.730192	2522.273754	90.51465488	652.1148269	979.478107
P08648	24	8	142.2179	0.003064016	6.807592873	1;2;4;5	4	DH	ADK T2	Integrin alpha-5 OS=Homo sapiens GN=ITGA5 PE=1 SV=2	12050.7376	3136.309856	5451.816403	2117.945736	4088.961398	4773.247339	2398.932021	4249.571277	1052.059242	275.1417464	937.4567026	2352.403766	1431.874634	677.9040153	830.6834287	402.3949371
Q03135;P56539	14	4	93.8631	0.003114163	2.391805316	1;2;3;4	4	DI	ADK T2	Caveolin-1 OS=Homo sapiens GN=CAV1 PE=1 SV=4	4525.861211	6938.250365	7519.568758	8968.864286	9027.667074	8714.879914	11427.7578	11650.7769	4439.903256	5868.964936	3167.883673	3905.14433	2515.676686	3955.35013	7322.632192	3273.399675
Q71U36;Q13748;Q6PEY2;Q9NY65	29	1	316.5175	0.00311851	25.58034476	1;2;3;4;5	5	DI	ADK T1	Tubulin alpha-1A chain OS=Homo sapiens GN=TUBA1A PE=1 SV=1	244.9897769	150.8898495	156.6739948	212.4914329	353.617433	340.8478168	106.3462425	183.9235042	0	0	16.65036285	21.84540434	62.26047865	0	15.26228237	0
O14579	21	8	152.5691	0.003135768	4.654199311	1;2;3;4;5	5	ADK T1	DI	Coatomer subunit epsilon OS=Homo sapiens GN=COPE PE=1 SV=3	1874.050143	592.3476243	1528.885889	2454.194527	486.248931	601.6354208	131.073383	279.6235298	2463.534102	2354.483559	639.1151266	1517.563101	285.771048	534.6608587	494.8753769	215.6583092
P11678	74	27	535.059	0.003157852	3.436213691	1;2;3;4;5	5	ADK T1	DH	Eosinophil peroxidase OS=Homo sapiens GN=EPX PE=1 SV=2	8042.071196	7078.92335	5642.914588	6532.632469	8021.119042	9238.619647	15310.07216	18216.5662	20649.05762	31910.00618	29232.06518	12005.62101	10558.43877	25567.67958	30679.59207	22103.65156
O76021	6	5	39.1917	0.003165509	6.966842031	1;2;5	3	ADK T1	DI	Ribosomal L1 domain-containing protein 1 OS=Homo sapiens GN=RSL1D1 PE=1 SV=3	47.13547742	62.52612275	118.0085035	9.110449295	49.94860521	64.86260741	103.1383638	8.491143779	565.6101546	312.6097801	252.1584856	447.198307	324.4059084	399.4052509	137.3635328	274.763803
O00232	28	10	168.6449	0.003174115	7.2305315	1;2;3;4;5	5	DI	ADK T1	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3	39930.13252	33447.29711	33387.43839	47976.46427	37983.04386	42561.35449	34920.98752	95873.26159	1234.190032	4984.802423	16917.05887	6092.594935	19173.00662	16895.90982	55629.98064	8162.33374
Q13200	51	25	345.1898	0.003212326	2.122617084	1;2;3;4;5	5	ADK T1	DI	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3	5178.208797	5007.501382	5719.392422	5575.132493	3735.534401	5164.242331	4176.423024	4867.719391	7177.891787	15178.9222	7047.322887	8683.932468	5190.638413	7304.166539	6050.025517	5417.281997
P22392	15	2	150.3654	0.003238919	181.0215848	1;2;3;4;5	5	DH	ADK T1	Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1	916.4961997	1324.706029	5874.754155	19333.38128	7146.941677	1899.497142	141.877868	1546.592691	35.21079368	104.3205695	4.555517757	7.54883538	5195.371078	8198.173195	93.65328163	10251.44057
O75369	218	81	1518.2409	0.003262126	1.468206976	1;2;3;4;5	5	DH	ADK T2	Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2	21646.2761	22114.16615	21694.83536	28009.37041	20774.46754	22352.34332	19581.33398	19212.6509	18110.97288	19092.64735	21522.80139	19640.55843	20036.51412	14219.58927	14504.3296	14898.60799
Q8WWI1	37	12	186.9654	0.003272328	6.492044009	1;4	2	ADK T2	DH	LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=3	289.4046728	250.4834894	279.3106203	248.6841234	528.7589905	775.3682346	933.4604929	790.7194997	628.1886443	195.6017059	456.1494311	1058.009426	1456.80605	1797.94658	599.2681598	3078.722031
Q9UNH6	5	2	24.3532	0.003293356	3.888788401	1	1	DI	ADK T1	Sorting nexin-7 OS=Homo sapiens GN=SNX7 PE=1 SV=1	549.6018978	808.9828116	879.454125	610.2004481	968.4098041	1111.92003	742.3879927	819.3655368	131.8678064	76.22601743	164.977789	563.4883099	593.6656999	132.6203835	230.4353798	307.191114
P41252	49	19	306.172	0.003320568	5.052165685	1;2;3;4;5	5	ADK T1	DI	Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2	1089.336793	1354.842842	1296.830409	1042.911908	1806.205044	847.6681548	832.5551057	1078.929813	4630.080908	13204.39622	2097.495082	3132.973406	2944.850467	1736.426195	1659.29169	2583.287683
Q96R06	5	1	25.6818	0.003348529	2.752328539	3	1	DI	ADK T1	Sperm-associated antigen 5 OS=Homo sapiens GN=SPAG5 PE=1 SV=2	4360.772584	4737.419003	5585.659342	6686.764122	6198.091485	4594.558154	7880.773326	6364.904092	1659.979701	3399.439826	1078.08382	2959.639926	5013.252714	4337.778537	7585.661532	3389.988324
P12724	4	3	38.5731	0.003368134	4.128739183	3;4	2	ADK T2	DH	Eosinophil cationic protein OS=Homo sapiens GN=RNASE3 PE=1 SV=2	16112.29093	8348.237288	7331.96183	10497.46487	13926.48011	13754.86667	26038.16875	19207.60396	16640.36972	65747.63426	61934.21867	24383.63736	22254.62894	52524.86329	44844.23566	54980.46604
Q6YP21	4	1	27.7097	0.003386332	Infinity	4;5	2	ADK T1	DH	Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens GN=CCBL2 PE=1 SV=1	0	0	0	0	0	0	29.06111258	0	238.8542066	6.443416953	12.93438613	344.5827304	2.752100765	0	0	0
Q9H9E3	14	2	62.9072	0.003426688	Infinity	1;3;5	3	ADK T1	DH	Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens GN=COG4 PE=1 SV=3	0	0	0	0	0	0	0	0	443.0280367	2192.941993	109.7944396	0	0	0	0	0
Q02218	59	25	418.9994	0.003455604	1.685641126	1;2;3;4;5	5	DH	ADK T2	2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3	16174.36774	11668.00384	10418.79219	12946.54526	10461.17958	10898.86635	10619.20176	15512.87322	10521.09436	11762.5467	10109.34137	8257.381959	8267.938097	8155.48919	7315.066344	6640.279306
P01892	25	1	192.1942	0.003491774	3.12125822	1;2;3;4;5	5	ADK T1	DH	HLA class I histocompatibility antigen, A-2 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1	64.72730682	151.2167489	123.2058527	105.9359637	138.320381	166.0902602	150.0918569	118.7825859	559.1395688	357.8983737	313.8961702	158.2938247	168.2207657	193.5421118	226.5753284	212.5586223
Q13439	82	9	407.501	0.003531845	1.966349829	1;2;4	3	ADK T2	ADK T1	Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4 PE=1 SV=1	2926.031116	2424.601851	2818.430923	1355.899255	2988.673236	2116.129438	2751.210782	3292.637287	2827.759158	2354.524133	2398.596636	1756.528715	4156.732692	5232.018735	4176.294987	4795.565479
O75795	20	3	145.9732	0.003679186	4.052094594	1;2;3;4;5	5	DH	ADK T2	UDP-glucuronosyltransferase 2B17 OS=Homo sapiens GN=UGT2B17 PE=2 SV=1	11338.93388	5222.260321	5031.8469	5273.603318	3168.557341	4027.332641	5813.047361	3408.027312	1207.020433	3992.172601	4199.087145	2955.841339	1107.139466	1450.128566	1372.474972	2700.56727
O14744	19	10	125.6046	0.003690816	3.317182405	1;2;3;4;5	5	ADK T1	DI	Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4	2372.344426	1908.013585	1770.696165	1720.980556	1480.113012	2389.884528	1235.784922	1244.984987	5181.21618	9535.530953	2552.127073	3797.779832	2406.787236	3070.476217	1954.678975	1894.195416
P30050	13	9	135.589	0.003714583	3.488854476	1;2;4;5	4	ADK T1	DI	60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1	10946.93482	6036.094863	13009.42103	12973.90451	8250.447548	4497.98251	12865.04398	4644.763255	31331.29758	36280.4539	14931.78174	23023.05339	14048.15158	10184.63477	10585.43318	16958.59304
